neighbourhood,room_type,accommodates,bedrooms,beds,price,availability_30,number_of_reviews,review_scores_rating,instant_bookable,cancellation_policy,reviews_per_month
"Georgetown, Burleith/Hillandale",Entire home/apt,2,1,1,300,16,1,100,f,flexible,0.21
"Georgetown, Burleith/Hillandale",Entire home/apt,2,1,1,180,1,2,100,f,flexible,0.44
"Georgetown, Burleith/Hillandale",Private room,2,1,1,70,0,4,95,t,strict,0.95
"Georgetown, Burleith/Hillandale",Private room,2,1,1,85,0,6,97,f,moderate,6
"Georgetown, Burleith/Hillandale",Entire home/apt,4,1,2,110,17,1,100,t,moderate,1
"Georgetown, Burleith/Hillandale",Private room,2,1,1,109,12,3,100,f,flexible,2.81
"Georgetown, Burleith/Hillandale",Entire home/apt,4,1,2,140,0,11,98,f,moderate,0.66
"Georgetown, Burleith/Hillandale",Private room,1,1,1,60,0,1,100,f,strict,0.24
"Georgetown, Burleith/Hillandale",Entire home/apt,2,1,1,179,0,6,100,f,moderate,0.42
"Georgetown, Burleith/Hillandale",Private room,1,1,1,125,21,10,98,f,strict,0.23
"Georgetown, Burleith/Hillandale",Entire home/apt,4,1,2,200,23,11,96,f,moderate,0.7
"Georgetown, Burleith/Hillandale",Entire home/apt,4,1,2,129,4,7,91,f,moderate,3.04
"Georgetown, Burleith/Hillandale",Private room,1,1,1,65,1,21,91,f,strict,0.8
"Georgetown, Burleith/Hillandale",Entire home/apt,2,1,1,100,3,11,98,f,moderate,0.39
"Georgetown, Burleith/Hillandale",Entire home/apt,3,1,1,124,14,13,85,f,strict,0.96
"Georgetown, Burleith/Hillandale",Entire home/apt,2,1,1,150,9,2,100,t,strict,0.26
"Georgetown, Burleith/Hillandale",Entire home/apt,3,1,1,175,16,63,93,f,strict,1.72
"Georgetown, Burleith/Hillandale",Entire home/apt,3,1,1,105,0,1,100,f,flexible,0.91
"Georgetown, Burleith/Hillandale",Private room,2,1,1,78,0,7,94,t,strict,1.49
"Georgetown, Burleith/Hillandale",Entire home/apt,4,1,2,198,14,14,94,f,flexible,2.61
"Georgetown, Burleith/Hillandale",Entire home/apt,3,1,2,195,7,9,89,f,flexible,1.17
"Georgetown, Burleith/Hillandale",Entire home/apt,5,1,2,161,9,5,92,f,flexible,5
"Georgetown, Burleith/Hillandale",Private room,2,1,1,135,16,2,100,f,moderate,0.12
"Georgetown, Burleith/Hillandale",Entire home/apt,2,1,1,185,15,15,100,f,moderate,1.09
"Georgetown, Burleith/Hillandale",Private room,3,1,1,104,17,10,75,f,flexible,6.82
"Georgetown, Burleith/Hillandale",Private room,1,1,1,75,8,7,100,f,strict,0.65
"Georgetown, Burleith/Hillandale",Private room,3,1,2,139,0,16,97,f,strict,0.41
"Georgetown, Burleith/Hillandale",Entire home/apt,2,1,1,129,0,2,60,f,strict,0.12
"Georgetown, Burleith/Hillandale",Entire home/apt,2,1,1,130,0,4,80,f,flexible,0.94
"Georgetown, Burleith/Hillandale",Entire home/apt,2,1,2,179,8,25,96,f,strict,2.11
"Georgetown, Burleith/Hillandale",Entire home/apt,2,1,1,90,3,2,90,f,flexible,0.67
"Georgetown, Burleith/Hillandale",Entire home/apt,2,1,1,170,5,12,100,f,flexible,3.16
"Georgetown, Burleith/Hillandale",Entire home/apt,2,1,1,120,1,10,82,f,flexible,1.61
"Georgetown, Burleith/Hillandale",Entire home/apt,3,1,1,175,0,3,100,f,moderate,0.99
"Georgetown, Burleith/Hillandale",Private room,1,1,1,65,0,18,92,f,strict,1.73
"Georgetown, Burleith/Hillandale",Private room,2,1,1,65,0,6,84,f,strict,0.17
"Georgetown, Burleith/Hillandale",Entire home/apt,4,1,2,135,0,36,91,t,strict,1.4
"Georgetown, Burleith/Hillandale",Entire home/apt,2,1,1,120,0,2,100,t,moderate,0.7
"Georgetown, Burleith/Hillandale",Entire home/apt,2,1,1,189,26,2,90,f,strict,0.1
"Georgetown, Burleith/Hillandale",Entire home/apt,6,1,2,220,14,1,100,f,strict,1
"Georgetown, Burleith/Hillandale",Entire home/apt,2,1,1,165,28,2,100,f,flexible,0.76
"Georgetown, Burleith/Hillandale",Private room,1,1,1,90,5,8,90,f,moderate,0.48
"Georgetown, Burleith/Hillandale",Entire home/apt,2,1,1,185,2,1,100,f,moderate,0.22
"Dupont Circle, Connecticut Avenue/K Street",Private room,3,1,1,100,17,24,96,t,strict,1.1
"Dupont Circle, Connecticut Avenue/K Street",Entire home/apt,2,1,1,110,0,4,93,f,strict,2.5
"Dupont Circle, Connecticut Avenue/K Street",Private room,2,1,2,110,12,6,97,f,strict,0.54
"Dupont Circle, Connecticut Avenue/K Street",Entire home/apt,3,1,1,220,30,3,100,f,flexible,0.64
"Dupont Circle, Connecticut Avenue/K Street",Private room,2,1,1,112,8,23,97,f,flexible,2.41
"Dupont Circle, Connecticut Avenue/K Street",Entire home/apt,2,1,1,150,17,10,98,f,flexible,2
"Dupont Circle, Connecticut Avenue/K Street",Private room,4,1,1,149,13,19,96,f,strict,0.91
"Dupont Circle, Connecticut Avenue/K Street",Private room,3,1,1,125,0,3,100,f,flexible,0.55
"Dupont Circle, Connecticut Avenue/K Street",Entire home/apt,2,1,1,139,12,59,92,f,strict,1.17
"Dupont Circle, Connecticut Avenue/K Street",Private room,2,1,1,120,7,6,87,f,strict,1.03
"Dupont Circle, Connecticut Avenue/K Street",Entire home/apt,2,1,1,135,6,67,93,f,moderate,2.18
"Dupont Circle, Connecticut Avenue/K Street",Private room,3,1,1,99,26,3,93,f,flexible,1.14
"Dupont Circle, Connecticut Avenue/K Street",Shared room,6,1,4,36,15,2,100,f,strict,2
"Dupont Circle, Connecticut Avenue/K Street",Private room,2,1,1,150,24,68,97,f,moderate,1.61
"Dupont Circle, Connecticut Avenue/K Street",Entire home/apt,2,1,1,99,0,2,80,f,strict,0.36
"Dupont Circle, Connecticut Avenue/K Street",Entire home/apt,2,1,1,165,16,19,89,f,flexible,2.48
"Dupont Circle, Connecticut Avenue/K Street",Entire home/apt,2,1,1,215,18,93,96,f,strict,1.55
"Dupont Circle, Connecticut Avenue/K Street",Entire home/apt,3,1,1,119,0,11,98,f,flexible,1.03
"Dupont Circle, Connecticut Avenue/K Street",Entire home/apt,5,1,2,145,3,74,93,f,moderate,2.85
"Dupont Circle, Connecticut Avenue/K Street",Private room,2,1,1,74,0,2,100,f,flexible,0.87
"Dupont Circle, Connecticut Avenue/K Street",Entire home/apt,4,1,2,99,3,1,80,f,moderate,1
"Dupont Circle, Connecticut Avenue/K Street",Private room,3,1,1,111,0,18,84,f,flexible,7.61
"Dupont Circle, Connecticut Avenue/K Street",Entire home/apt,3,1,2,175,18,19,94,f,flexible,3.35
"Dupont Circle, Connecticut Avenue/K Street",Entire home/apt,3,1,1,129,9,30,94,f,strict,3.44
"Dupont Circle, Connecticut Avenue/K Street",Entire home/apt,3,1,1,110,11,16,98,f,strict,0.63
"Dupont Circle, Connecticut Avenue/K Street",Entire home/apt,3,1,1,95,18,15,95,f,strict,1.02
"Dupont Circle, Connecticut Avenue/K Street",Entire home/apt,2,1,1,95,6,2,100,f,flexible,0.66
"Dupont Circle, Connecticut Avenue/K Street",Entire home/apt,2,1,1,203,1,12,95,f,moderate,1.02
"Dupont Circle, Connecticut Avenue/K Street",Private room,2,1,1,99,4,1,80,f,moderate,1
